date,mag,depth,prov,kmeans,kmedoids
Apr,3.4,10.0,Jawa Timur,2,1.0
Apr,3.2,11.0,Maluku,2,4.0
Apr,3.5,10.0,Maluku,1,1.0
Apr,3.7,10.0,Maluku,1,1.0
Apr,3.0,10.0,Maluku,2,4.0
Apr,4.1,11.0,Maluku,1,1.0
Apr,3.9,10.0,Jawa Barat,1,1.0
Apr,3.2,10.0,Maluku Utara,2,4.0
Apr,2.3,11.0,Nusa Tenggara Barat,2,4.0
Apr,4.3,10.0,Jawa Barat,1,2.0
Apr,1.7,69.0,Nusa Tenggara Barat,0,0.0
Apr,2.2,20.0,Sulawesi Barat,0,3.0
Apr,2.9,102.0,Bali,0,0.0
Apr,2.7,25.0,Papua,0,3.0
Apr,2.4,10.0,Sumatera Barat,2,4.0
Apr,4.7,13.0,Sulawesi Utara,1,1.0
Apr,3.3,10.0,Maluku,2,1.0
Apr,3.5,10.0,Maluku,1,1.0
Apr,3.1,14.0,Maluku Utara,2,4.0
Apr,3.9,15.0,Maluku,2,4.0
Apr,3.6,10.0,Jawa Timur,1,1.0
Apr,2.8,146.0,Gorontalo,0,0.0
Apr,2.8,10.0,Maluku,2,4.0
Apr,4.8,10.0,Maluku,1,2.0
Apr,3.0,10.0,Bali,2,4.0
Apr,4.4,10.0,Maluku Utara,1,2.0
Apr,1.7,21.0,Nusa Tenggara Barat,0,0.0
Apr,3.9,24.0,Sulawesi Utara,0,3.0
Apr,3.2,30.0,Aceh,0,3.0
Apr,4.6,34.0,Sulawesi Utara,0,3.0
Apr,3.2,10.0,Sulawesi Utara,2,4.0
Apr,3.2,10.0,Papua,2,4.0
Apr,3.5,10.0,Jawa Barat,1,1.0
Apr,3.6,25.0,Aceh,0,3.0
Apr,3.4,44.0,Nusa Tenggara Barat,0,0.0
Apr,3.3,10.0,Maluku Utara,2,1.0
Apr,3.0,151.0,Sumatera Utara,0,0.0
Apr,3.0,151.0,Sumatera Utara,0,0.0
Apr,3.5,90.0,Nusa Tenggara Barat,0,0.0
Apr,3.6,10.0,Sulawesi Utara,1,1.0
Apr,2.9,10.0,Papua,2,4.0
Apr,3.9,13.0,Sulawesi Utara,2,4.0
Apr,2.5,10.0,Maluku Utara,2,4.0
Apr,3.6,10.0,Papua,1,1.0
Apr,2.6,18.0,Nusa Tenggara Barat,0,3.0
Apr,2.4,10.0,Sulawesi Tengah,2,4.0
Apr,2.5,17.0,Nusa Tenggara Barat,0,3.0
Apr,3.1,14.0,Papua,2,4.0
Apr,3.7,10.0,Sulawesi Selatan,1,1.0
Apr,3.6,33.0,Papua,0,3.0
Apr,4.0,10.0,Papua,1,1.0
Apr,3.2,15.0,Nusa Tenggara Barat,2,4.0
Apr,3.3,10.0,Jawa Timur,2,1.0
Apr,2.7,10.0,Maluku,2,4.0
Apr,4.6,13.0,Maluku,1,1.0
Apr,2.3,10.0,Sulawesi Tengah,2,4.0
Apr,4.0,10.0,Sulawesi Utara,1,1.0
Apr,2.2,10.0,Nusa Tenggara Barat,2,4.0
Apr,2.2,10.0,Papua,2,4.0
Apr,3.6,10.0,Maluku Utara,1,1.0
Apr,3.1,11.0,Sulawesi Utara,2,4.0
Apr,3.9,10.0,Nusa Tenggara Barat,1,1.0
Apr,2.7,10.0,Maluku,2,4.0
Apr,3.9,10.0,Papua,1,1.0
Apr,3.6,91.0,Nusa Tenggara Barat,0,0.0
Apr,4.4,13.0,Papua,2,1.0
Apr,3.5,10.0,Papua,1,1.0
Apr,3.7,10.0,Sulawesi Utara,1,1.0
Apr,3.9,10.0,Jawa Timur,1,1.0
Apr,3.7,10.0,Maluku Utara,1,1.0
Apr,6.5,10.0,Maluku Utara,1,2.0
Apr,6.5,10.0,Maluku Utara,1,2.0
Apr,4.9,10.0,Papua,1,2.0
Apr,3.0,10.0,Sulawesi Tengah,2,4.0
Apr,4.2,10.0,Papua,1,1.0
Apr,3.7,10.0,Papua,1,1.0
Apr,3.6,10.0,Sumatera Utara,1,1.0
Apr,4.7,25.0,Bengkulu,2,3.0
Apr,2.7,10.0,Papua,2,4.0
Apr,3.8,10.0,Papua,1,1.0
Apr,6.1,10.0,Papua,1,2.0
Apr,6.1,10.0,Papua,1,2.0
Apr,3.1,12.0,Sulawesi Utara,2,4.0
Apr,3.8,156.0,Sumatera Selatan,0,0.0
Apr,3.4,10.0,Papua,2,1.0
Apr,4.6,11.0,Maluku,1,1.0
Apr,4.0,164.0,Gorontalo,0,0.0
Apr,3.4,42.0,Jawa Barat,0,0.0
Apr,4.1,10.0,Maluku Utara,1,1.0
Apr,4.0,113.0,Nusa Tenggara Barat,0,0.0
Apr,3.9,10.0,Sulawesi Tenggara,1,1.0
Apr,4.6,62.0,Sulawesi Utara,0,0.0
Apr,3.8,16.0,Sulawesi Utara,2,4.0
Apr,3.8,10.0,Jawa Barat,1,1.0
Apr,4.7,155.0,Maluku,0,0.0
Apr,5.3,141.0,Maluku,0,0.0
Apr,2.9,14.0,Lampung,2,3.0
Apr,2.6,10.0,Lampung,2,4.0
Apr,3.4,10.0,Jawa Timur,2,1.0
Apr,2.2,47.0,Jawa Timur,0,0.0
Apr,3.3,10.0,Sulawesi Barat,2,1.0
Apr,3.2,161.0,Jawa Timur,0,0.0
Apr,3.7,10.0,Sulawesi Tengah,1,1.0
Apr,4.1,10.0,Sulawesi Tenggara,1,1.0
Apr,3.1,10.0,Sulawesi Tengah,2,4.0
Apr,4.0,10.0,Sulawesi Tenggara,1,1.0
Apr,3.4,10.0,Maluku Utara,2,1.0
Apr,3.2,10.0,Jawa Barat,2,4.0
Apr,3.6,26.0,Maluku,0,3.0
Apr,4.3,165.0,Maluku,0,0.0
Apr,5.2,101.0,Papua,0,0.0
Apr,4.0,34.0,Sulawesi Utara,0,3.0
Apr,4.4,374.0,Maluku,0,0.0
Apr,4.3,10.0,Sulawesi Utara,1,2.0
Apr,3.4,29.0,Jawa Tengah,0,3.0
Apr,4.4,134.0,Sulawesi Utara,0,0.0
Apr,3.8,10.0,Sulawesi Utara,1,1.0
Apr,2.3,10.0,Sulawesi Tengah,2,4.0
Apr,2.5,106.0,Nusa Tenggara Barat,0,0.0
Apr,3.9,12.0,Papua,2,1.0
Apr,3.6,86.0,Gorontalo,0,0.0
Apr,4.4,180.0,Maluku,0,0.0
Apr,3.7,10.0,Sulawesi Tenggara,1,1.0
Apr,2.1,10.0,Sulawesi Tengah,2,4.0
Apr,4.6,14.0,Sumatera Utara,2,1.0
Apr,3.4,10.0,Sulawesi Tengah,2,1.0
Apr,3.6,10.0,Aceh,1,1.0
Apr,3.8,147.0,Sulawesi Utara,0,0.0
Apr,2.1,41.0,Jawa Barat,0,0.0
Apr,3.2,10.0,Jawa Barat,2,4.0
Apr,4.3,10.0,Maluku Utara,1,2.0
Apr,3.7,20.0,Nusa Tenggara Barat,2,3.0
Apr,3.1,10.0,Jawa Timur,2,4.0
Apr,3.0,50.0,Jawa Timur,0,0.0
Apr,4.5,10.0,Sulawesi Utara,1,2.0
Apr,3.4,54.0,Nusa Tenggara Barat,0,0.0
Apr,4.7,13.0,Sulawesi Utara,1,1.0
Apr,3.0,36.0,Bengkulu,0,0.0
Apr,3.2,21.0,Nusa Tenggara Barat,0,3.0
Apr,2.5,10.0,Maluku,2,4.0
Apr,4.7,10.0,Sulawesi Tenggara,1,2.0
Apr,4.8,10.0,Sulawesi Tenggara,1,2.0
Apr,3.7,10.0,Jawa Timur,1,1.0
Apr,3.6,10.0,Bali,1,1.0
Apr,3.6,114.0,Gorontalo,0,0.0
Apr,2.8,42.0,Jawa Barat,0,0.0
Apr,3.9,17.0,Sulawesi Tenggara,2,4.0
Apr,3.8,10.0,Jawa Timur,1,1.0
Apr,3.7,10.0,Jawa Timur,1,1.0
Apr,3.6,46.0,Jawa Barat,0,0.0
Apr,3.0,10.0,Sulawesi Tengah,2,4.0
Apr,3.0,284.0,Nusa Tenggara Barat,0,0.0
Apr,3.2,136.0,Jawa Barat,0,0.0
Apr,4.1,10.0,Sulawesi Utara,1,1.0
Apr,3.5,10.0,Sulawesi Utara,1,1.0
Apr,2.9,10.0,Sulawesi Tengah,2,4.0
Apr,3.7,10.0,Jawa Timur,1,1.0
Apr,3.0,10.0,Sulawesi Selatan,2,4.0
Apr,3.6,10.0,Jawa Timur,1,1.0
Apr,4.1,12.0,Bengkulu,2,1.0
Jan,2.0,10.0,DKI Jakarta,2,
Jan,2.0,10.0,Bali,2,
Jan,2.0,10.0,Bali,2,
