date,mag,depth,prov,prov_enco,kmeans,kmedoids
Feb,4.6,10,ACEHJAYA,33,1,2
Feb,3.4,18,BANTEN,17,2,3
Feb,3.1,10,BANTEN,17,2,4
Feb,2.5,10,SUMBAR,21,2,4
Feb,3.8,140,MALUKUBRTDAYA,15,0,0
Feb,3.9,10,NTB,14,1,1
Feb,3.6,10,MALUKU,1,1,1
Feb,3.5,29,SULTENG,12,0,3
Feb,5.3,10,MALUT,5,1,2
Feb,5.2,10,MALUT,5,1,2
Feb,3.3,10,BANTEN,17,2,1
Feb,3.2,11,ACEHSELATAN,27,2,4
Feb,3.8,10,PAPUA,2,1,1
Feb,3.3,10,JABAR,13,2,1
Feb,3.9,10,PAPUABRT,20,1,1
Feb,2.7,151,GORONTALO,7,0,0
Feb,3.7,16,LAMPUNG,10,2,4
Feb,3.3,134,GORONTALO,7,0,0
Feb,3.3,32,MALUT,5,0,3
Feb,4.1,181,MALUT,5,0,0
Feb,4.7,10,SULUT,3,1,2
Feb,3.6,10,MALUT,5,1,1
Feb,2.7,10,ACEH,8,2,4
Feb,2.0,10,SULTENG,12,2,3
Feb,2.6,11,NTT,4,2,4
Feb,2.5,10,PAPUABRT,20,2,4
Feb,3.1,10,NTB,14,2,4
Feb,3.2,10,JABAR,13,2,4
Feb,4.6,43,PAPUA,2,0,3
Feb,2.8,23,MALUKUTENGAH,16,0,3
Feb,3.1,39,NTT,4,0,0
Feb,5.1,115,SULUT,3,0,0
Feb,3.1,39,NTT,4,0,0
Feb,3.6,35,SULTENG,12,0,3
Feb,2.9,10,MALUT,5,2,4
Feb,3.1,10,SUMBAR,21,2,4
Feb,3.5,102,SULUT,3,0,0
Feb,4.5,75,SULUT,3,0,0
Feb,3.7,220,MALUT,5,0,0
Feb,3.5,10,SULTENG,12,1,1
Feb,3.6,12,NTT,4,2,4
Feb,3.2,112,NTT,4,0,0
Feb,2.8,10,SULSEL,6,2,4
Mar,4.0,10,JATIM,26,1,1
Mar,4.1,10,JATIM,26,1,1
Mar,3.9,12,JATIM,26,2,1
Mar,4.6,313,SULUT,3,0,0
Mar,4.1,446,SULUT,3,0,0
Mar,3.6,10,JATIM,26,1,1
Mar,3.9,15,PAPUA,2,2,4
Mar,3.3,10,NTT,4,2,1
Mar,4.3,11,NTB,14,1,1
Mar,3.9,186,GORONTALO,7,0,0
Mar,3.8,10,JATIM,26,1,1
Mar,3.3,34,SULUT,3,0,3
Mar,2.6,10,SULTENG,12,2,4
Mar,3.3,10,JATIM,26,2,1
Mar,3.8,23,BANTEN,17,2,3
Mar,4.5,10,MALUT,5,1,2
Mar,4.4,10,MALUT,5,1,2
Mar,2.4,10,SULTENG,12,2,4
Mar,2.7,82,GORONTALO,7,0,0
Mar,3.7,12,PAPUA,2,2,4
Mar,3.0,10,NTT,4,2,4
Mar,4.0,10,NTT,4,1,1
Mar,4.3,10,ACEH,8,1,2
Mar,4.4,10,SULUT,3,1,2
Mar,3.0,21,JABAR,13,0,3
Mar,3.0,156,GORONTALO,7,0,0
Mar,4.5,184,MALUKUBRTDAYA,15,0,0
Mar,4.4,197,MALUKUTENGGARABRT,18,0,0
Mar,1.9,20,PAPUABRT,20,0,3
Mar,4.0,20,PAPUA,2,2,3
Mar,3.3,19,JATENG,30,2,3
Mar,3.4,27,BANTEN,17,0,3
Mar,4.1,10,JATIM,26,1,1
Mar,5.3,59,PAPUA,2,0,3
Mar,3.2,165,NTT,4,0,0
Mar,4.4,10,MALUT,5,1,2
Mar,2.9,10,JABAR,13,2,4
Mar,3.1,11,NTT,4,2,4
Mar,3.9,97,JATIM,26,0,0
Mar,2.8,10,SULBAR,11,2,4
Mar,3.8,10,JATIM,26,1,1
Mar,4.6,128,SULUT,3,0,0
Mar,4.1,10,JATIM,26,1,1
Mar,3.2,29,BANTEN,17,0,3
Mar,3.1,547,SULSEL,6,0,0
Mar,5.3,10,BENGKULU,28,1,2
Mar,3.8,48,BENGKULUUTARA,35,0,0
Mar,4.2,10,JATIM,26,1,1
Mar,4.1,13,JATIM,26,2,4
Mar,3.9,10,JATIM,26,1,1
Mar,2.9,10,SULTENG,12,2,4
Mar,3.9,10,SULUT,3,1,1
Mar,3.8,10,SULTENG,12,1,1
Mar,4.5,10,JATIM,26,1,2
Mar,3.7,10,JATIM,26,1,1
Mar,3.2,10,NTT,4,2,4
Mar,3.1,10,SULTENG,12,2,4
Mar,3.9,10,SULUT,3,1,1
Mar,3.4,10,PAPUABRT,20,2,1
Mar,4.0,108,NTB,14,0,0
Mar,3.5,10,JATIM,26,1,1
Mar,3.6,10,JATIM,26,1,1
Mar,4.4,10,SULUT,3,1,2
Mar,4.1,25,NTT,4,0,3
Mar,5.6,27,BENGKULUSELATAN,39,2,3
Mar,5.8,27,BENGKULUSELATAN,39,2,4
Mar,4.5,10,JATIM,26,1,2
Mar,3.5,10,MALUT,5,1,1
Mar,4.0,10,JATIM,26,1,1
Mar,3.6,10,JATIM,26,1,1
Mar,4.2,10,BANTEN,17,1,1
Mar,4.1,6,JATIM,26,1,2
Mar,4.2,10,JATIM,26,1,1
Mar,3.3,10,JATIM,26,2,1
Mar,3.2,77,GORONTALO,7,0,0
Mar,4.9,20,BENGKULU,28,2,4
Mar,3.5,10,MALUKUTENGAH,16,1,1
Mar,3.6,78,GORONTALO,7,0,0
Mar,4.5,13,JATIM,26,2,1
Mar,4.4,10,JATIM,26,1,2
Mar,4.3,541,SULUT,3,0,0
Mar,3.7,10,MALUT,5,1,1
Mar,4.1,10,JATIM,26,1,1
Mar,2.7,298,PAPUABRT,20,0,0
Mar,4.0,10,JATIM,26,1,1
Mar,4.1,10,JATIM,26,1,1
Mar,3.6,10,JATIM,26,1,1
Mar,2.4,10,SUMBAR,21,2,4
Mar,3.5,81,JATIM,26,0,0
Mar,3.7,10,JATIM,26,1,1
Mar,3.3,10,JATIM,26,2,1
Mar,2.6,65,SULTENG,12,0,0
Mar,3.3,10,JATIM,26,2,1
Mar,3.7,10,JATIM,26,1,1
Mar,2.4,10,SULSEL,6,2,4
Mar,3.3,14,JATIM,26,2,4
Mar,4.1,10,JATIM,26,1,1
Mar,3.6,10,JATIM,26,1,1
Mar,3.7,10,JATIM,26,1,1
Mar,3.1,25,NTT,4,0,3
Mar,3.3,10,JATIM,26,2,1
Mar,4.5,10,JATIM,26,1,2
Mar,6.1,10,JATIM,26,1,2
Mar,6.0,10,JATIM,26,1,2
Mar,3.4,10,BANTEN,17,2,1
Mar,4.4,10,PAPUA,2,1,2
Mar,2.6,10,SULSEL,6,2,4
Mar,4.2,35,SULUT,3,0,3
Mar,3.3,221,MALUT,5,0,0
Mar,3.6,10,SUMBAR,21,1,1
Mar,4.1,17,ACEHJAYA,33,2,4
Mar,3.4,10,SULSEL,6,2,1
Mar,5.4,10,PAPUA,2,1,2
Mar,5.4,10,PAPUA,2,1,2
Mar,3.3,10,MALUT,5,2,1
Mar,2.8,29,SUMBAR,21,0,3
Mar,2.0,53,GORONTALO,7,0,0
Mar,3.4,26,BENGKULU,28,0,3
Mar,3.8,19,SUMUT,9,2,3
Mar,2.5,25,GORONTALO,7,0,3
Mar,4.8,152,MALUKUBRTDAYA,15,0,0
Mar,3.2,10,SULTENG,12,2,4
Mar,4.6,170,MALUKUBRTDAYA,15,0,0
Mar,5.3,21,SUMBAR,21,2,4
Mar,5.3,21,SUMBAR,21,2,4
Mar,3.0,10,SULTENG,12,2,4
Mar,2.5,19,PAPUA,2,0,3
Mar,3.1,112,SUMUT,9,0,0
Mar,2.5,10,SULSEL,6,2,4
Mar,3.9,65,BALI,24,0,0
Mar,3.4,20,BENGKULU,28,2,3
Mar,2.7,22,JABAR,13,0,3
Mar,3.7,10,PAPUA,2,1,1
Mar,4.7,58,MALUKUTENGGARABRT,18,0,0
Mar,3.6,25,NTT,4,0,3
Mar,3.0,39,BENGKULUSELATAN,39,0,0
Mar,4.8,153,MALUKUBRTDAYA,15,0,0
Mar,4.9,14,MALUT,5,1,1
Mar,4.0,30,BENGKULU,28,0,3
Mar,3.8,13,NTT,4,2,4
Mar,3.6,12,NTT,4,2,4
Mar,3.3,10,NTB,14,2,1
Mar,3.5,163,NTT,4,0,0
Mar,2.7,145,GORONTALO,7,0,0
Mar,2.9,148,GORONTALO,7,0,0
Mar,3.0,108,NTB,14,0,0
Mar,1.9,10,NTB,14,2,3
Mar,4.8,105,SULUT,3,0,0
Mar,5.1,107,SULUT,3,0,0
Mar,4.8,25,SULUT,3,2,3
Mar,3.7,13,PAPUA,2,2,4
Mar,4.5,10,JATIM,26,1,2
Mar,4.2,26,NTT,4,0,3
Mar,4.4,10,SULUT,3,1,2
Mar,3.8,10,SUMBAR,21,1,1
Mar,2.8,10,SULSEL,6,2,4
Mar,4.1,10,MALUKUTENGAH,16,1,1
Mar,3.3,10,SULTENG,12,2,1
Mar,3.5,10,SULTENG,12,1,1
Mar,3.1,19,JABAR,13,0,3
Mar,2.5,11,ACEH,8,2,4
Mar,2.7,10,SULSEL,6,2,4
Mar,3.6,10,SULTENG,12,1,1
Mar,4.6,15,SULUT,3,2,4
Mar,4.0,16,SUMUT,9,2,4
Mar,3.6,10,MALUKU,1,1,1
Mar,3.6,35,SULUT,3,0,3
Mar,3.1,10,JABAR,13,2,4
Mar,4.2,154,SULUT,3,0,0
Mar,3.2,50,NTT,4,0,0
Mar,2.7,109,NTB,14,0,0
Mar,3.3,10,MALUT,5,2,1
Mar,2.6,21,NTT,4,0,3
Mar,4.4,10,JATIM,26,1,2
Mar,4.1,421,MALUKU,1,0,0
Mar,4.6,10,MALUT,5,1,2
Mar,2.9,157,NTB,14,0,0
Mar,3.8,13,PAPUABRT,20,2,4
Mar,3.9,14,NTT,4,2,4
Mar,3.5,10,MALUKU,1,1,1
Mar,5.3,54,MALUKU,1,0,3
Mar,5.4,10,MALUKU,1,1,2
Mar,2.3,77,GORONTALO,7,0,0
Mar,2.3,10,SULTENG,12,2,4
Mar,4.9,37,SULUT,3,0,3
Mar,2.4,10,JABAR,13,2,4
Mar,2.0,53,NTT,4,0,0
Mar,1.6,10,SULTRA,25,0,3
Mar,2.5,13,NTT,4,2,3
Mar,2.0,23,NTT,4,0,3
Mar,3.7,12,PAPUA,2,2,4
Mar,4.4,100,SULUT,3,0,0
Mar,1.8,10,NTT,4,2,3
Mar,3.1,24,SULUT,3,0,3
Mar,2.7,10,NTB,14,2,4
Mar,3.6,23,BENGKULUSELATAN,39,0,3
Mar,2.0,18,NTB,14,0,3
Mar,4.4,10,SULUT,3,1,2
Mar,2.7,74,JATIM,26,0,0
Mar,3.4,159,NTT,4,0,0
Mar,2.7,10,SULTENG,12,2,4
Mar,3.8,48,BENGKULUUTARA,35,0,0
Mar,3.1,23,SULTENG,12,0,3
Mar,3.5,17,SULSEL,6,2,3
Mar,2.6,40,GORONTALO,7,0,0
Mar,3.2,10,JATIM,26,2,4
Mar,2.6,65,MALUT,5,0,0
Mar,2.7,177,NTT,4,0,0
Mar,2.9,10,SULTENG,12,2,4
Mar,3.5,180,MALUKUTENGGARABRT,18,0,0
Mar,4.4,34,MALUT,5,0,3
Mar,4.0,10,SULUT,3,1,1
Mar,4.6,75,SULUT,3,0,0
Mar,4.5,122,MALUT,5,0,0
Mar,3.6,10,NTT,4,1,1
Mar,3.6,10,SULTENG,12,1,1
Mar,5.0,166,SULUT,3,0,0
Mar,5.2,170,SULUT,3,0,0
Mar,3.1,10,SULTENG,12,2,4
Mar,2.5,10,SULTENG,12,2,4
Mar,3.4,10,DIY,19,2,1
Mar,3.9,27,SULUT,3,0,3
Mar,4.0,10,DIY,19,1,1
Mar,3.9,555,NTT,4,0,0
Mar,3.6,10,PAPUABRT,20,1,1
Mar,4.2,137,PAPUABRT,20,0,0
Mar,4.7,10,SUMUT,9,1,2
Mar,3.3,195,MALUKUTENGAH,16,0,0
Mar,2.6,142,NTB,14,0,0
Mar,3.1,10,SULTENG,12,2,4
Mar,3.1,10,SULBAR,11,2,4
Mar,3.2,10,SUMUT,9,2,4
Mar,4.2,10,SULUT,3,1,1
Mar,4.0,10,ACEH,8,1,1
Mar,3.9,10,PAPUA,2,1,1
Mar,5.6,78,SULUT,3,0,0
Mar,5.3,10,PAPUAPGNGN,34,1,2
Mar,5.4,10,PAPUA,2,1,2
Mar,4.6,457,GORONTALO,7,0,0
Mar,2.6,55,NTT,4,0,0
Apr,4.6,12,SULUT,3,1,1
Apr,2.3,10,SULTENG,12,2,4
Apr,2.7,10,SULSEL,6,2,4
Apr,4.5,23,SUMUT,9,2,3
Apr,5.1,10,PAPUA,2,1,2
Apr,4.0,10,NTB,14,1,1
Apr,4.5,195,MALUKUTENGGARABRT,18,0,0
Apr,4.4,10,MALUT,5,1,2
Apr,3.8,30,SUMUT,9,0,3
Apr,3.7,10,JABAR,13,1,1
Apr,4.3,10,MALUKU,1,1,2
Apr,3.8,27,BANTEN,17,0,3
Apr,3.0,10,PAPUABRT,20,2,4
Apr,2.9,10,SUMBAR,21,2,4
Apr,3.3,14,PAPUABRT,20,2,4
Apr,3.4,10,PAPUABRT,20,2,1
Apr,3.4,10,SULSEL,6,2,1
Apr,2.9,10,SULSEL,6,2,4
Apr,3.3,32,SUMBAR,21,0,3
Apr,3.2,248,GORONTALO,7,0,0
Apr,4.3,34,SULUT,3,0,3
Apr,2.8,214,GORONTALO,7,0,0
Apr,3.6,10,PAPUABRT,20,1,1
Apr,3.5,14,JABAR,13,2,4
Apr,3.2,39,SULUT,3,0,0
Apr,3.5,33,GORONTALO,7,0,3
Apr,3.5,22,ACEH,8,0,3
Apr,4.7,74,SULUT,3,0,0
Apr,6.5,10,JABAR,13,1,2
Apr,6.6,10,JABAR,13,1,2
Apr,3.9,10,JATIM,26,1,1
Apr,2.9,5,JABAR,13,1,2
Apr,4.9,159,MALUKUTENGGARABRT,18,0,0
Apr,5.2,179,TANIMBAR,31,0,0
Apr,4.8,10,BANTEN,17,1,2
Apr,4.2,10,SULTENG,12,1,1
Apr,3.5,11,SULUT,3,2,4
Apr,3.3,299,JABAR,13,0,0
Apr,3.6,388,NTT,4,0,0
Apr,3.9,71,PAPUA,2,0,0
Apr,3.9,10,ACEHJAYA,33,1,1
Apr,2.8,113,JABAR,13,0,0
Apr,3.0,45,NTT,4,0,0
Apr,3.6,16,MALUKUTENGAH,16,2,4
Apr,3.7,36,GORONTALO,7,0,3
Apr,4.8,10,GORONTALO,7,1,2
Apr,4.8,10,BALI,24,1,2
Apr,5.0,10,BALI,24,1,2
Apr,3.4,90,BENGKULU,28,0,0
Apr,3.6,13,NTT,4,2,4
Apr,3.9,522,NTT,4,0,0
Apr,3.3,57,NTT,4,0,0
Apr,3.8,30,SULUT,3,0,3
Apr,3.2,10,PAPUA,2,2,4
Apr,3.1,259,GORONTALO,7,0,0
Apr,3.2,112,NTT,4,0,0
Apr,4.1,10,SULSEL,6,1,1
Apr,3.3,10,PAPUABRT,20,2,1
Apr,3.0,42,NTT,4,0,0
Apr,3.5,207,JAMBI,38,0,0
Apr,3.9,10,MALUKU,1,1,1
Apr,4.9,10,JABAR,13,1,2
Apr,4.7,10,MALUKU,1,1,2
Apr,3.1,52,NTT,4,0,0
Apr,4.7,235,ACEH,8,0,0
Apr,4.7,21,SUMBAR,21,2,4
Apr,4.9,10,SULUT,3,1,2
Apr,3.7,58,NTT,4,0,0
Apr,3.9,12,LAMPUNG,10,2,1
Apr,4.2,476,SULUT,3,0,0
Apr,3.4,11,NTB,14,2,4
Apr,3.8,10,JABAR,13,1,1
Apr,3.0,10,SULTENG,12,2,4
Apr,3.3,23,ACEHBARATDAYA,40,0,3
Apr,5.1,156,GORONTALO,7,0,0
Apr,5.3,156,GORONTALO,7,0,0
Apr,3.7,10,SULUT,3,1,1
Apr,3.3,127,JABAR,13,0,0
Apr,4.2,74,SULUT,3,0,0
Apr,4.1,37,SUMUT,9,0,3
Apr,3.9,10,PAPUA,2,1,1
Apr,4.3,10,PAPUA,2,1,2
Apr,4.1,11,MALUT,5,1,1
Apr,3.5,10,SULTENG,12,1,1
Apr,3.7,10,MALUKU,1,1,1
Apr,4.2,390,MALUKUBRTDAYA,15,0,0
Apr,3.2,103,NTB,14,0,0
Apr,3.3,10,MALUT,5,2,1
Apr,4.3,114,MALUKUBRTDAYA,15,0,0
Apr,4.2,10,SULTENG,12,1,1
Apr,3.7,311,NTB,14,0,0
Apr,4.0,33,SUMUT,9,0,3
Apr,3.3,10,SULSEL,6,2,1
Apr,3.6,13,PAPUABRT,20,2,4
Apr,3.5,97,NTB,14,0,0
Apr,5.1,10,JATIM,26,1,2
Apr,2.8,10,DIY,19,2,4
Apr,3.3,10,JATIM,26,2,1
Apr,3.5,10,SULSEL,6,1,1
Apr,4.9,120,MALUKUTENGGARABRT,18,0,0
Apr,5.0,10,TANIMBAR,31,1,2
Apr,4.7,11,MALUT,5,1,2
Apr,2.8,10,SULBAR,11,2,4
Apr,4.9,52,JATENG,30,0,3
Apr,2.3,10,SULTENG,12,2,4
Apr,3.3,11,SUMBAR,21,2,4
Apr,3.9,10,JATENG,30,1,1
Apr,3.7,65,SULTENG,12,0,0
Apr,2.7,18,NTT,4,0,3
Apr,3.1,10,MALUT,5,2,4
Apr,4.3,612,SULUT,3,0,0
Apr,4.0,322,MALUKU,1,0,0
Apr,3.6,30,BALI,24,0,3
Apr,3.5,14,ACEH,8,2,4
Apr,3.6,11,NTB,14,2,1
Apr,3.2,26,SUMBAR,21,0,3
Apr,2.8,19,SULUT,3,0,3
Apr,3.1,161,GORONTALO,7,0,0
Apr,2.8,101,SULUT,3,0,0
Apr,3.2,272,MALUT,5,0,0
Apr,3.1,10,NTB,14,2,4
Apr,4.5,52,SULUT,3,0,3
Apr,4.2,10,JATIM,26,1,1
Apr,4.4,10,SUMBAR,21,1,2
Apr,3.3,10,SULTENG,12,2,1
Apr,2.7,28,NTT,4,0,3
Apr,3.4,10,SULBAR,11,2,1
Apr,4.4,208,SULUT,3,0,0
Apr,3.0,10,JATIM,26,2,4
Apr,3.6,10,SULTRA,25,1,1
Apr,4.1,280,SULUT,3,0,0
Apr,2.3,10,SULTENG,12,2,4
Apr,3.2,10,MALUKUTENGAH,16,2,4
Apr,2.5,22,NTT,4,0,3
Apr,3.0,10,NTT,4,2,4
Apr,3.5,85,GORONTALO,7,0,0
Apr,3.4,37,SULUT,3,0,3
Apr,3.1,10,SUMUT,9,2,4
Apr,3.3,10,SULTRA,25,2,1
Apr,4.8,10,BANTEN,17,1,2
Apr,4.8,507,NTT,4,0,0
Apr,5.0,521,NTT,4,0,0
Apr,3.1,107,BALI,24,0,0
Apr,4.0,10,PAPUABRT,20,1,1
Apr,3.1,111,GORONTALO,7,0,0
Apr,4.2,10,MALUKUBRTDAYA,15,1,1
Apr,3.5,10,JATIM,26,1,1
Apr,4.4,490,SULUT,3,0,0
Apr,3.2,91,BENGKULU,28,0,0
Apr,5.0,10,MALUT,5,1,2
Apr,5.0,10,MALUT,5,1,2
Apr,3.5,10,MALUT,5,1,1
Apr,4.3,10,SULUT,3,1,2
Apr,3.6,29,NTT,4,0,3
Apr,3.3,10,NTB,14,2,1
Apr,3.6,247,NTT,4,0,0
Apr,4.7,51,SULUT,3,0,3
Apr,3.5,22,PAPUA,2,0,3
Apr,4.9,10,MALUT,5,1,2
Apr,3.6,63,DIY,19,0,0
Apr,3.4,10,JATIM,26,2,1
Apr,3.2,11,MALUKUTENGAH,16,2,4
Apr,3.5,10,MALUKUTENGAH,16,1,1
Apr,3.7,10,MALUKUTENGAH,16,1,1
Apr,3.0,10,MALUKUTENGAH,16,2,4
Apr,4.1,11,MALUKUTENGAH,16,1,1
Apr,3.9,10,JABAR,13,1,1
Apr,3.2,10,MALUT,5,2,4
Apr,2.3,11,NTT,4,2,4
Apr,4.3,10,JABAR,13,1,2
Apr,1.7,69,NTT,4,0,0
Apr,2.2,20,SULBAR,11,0,3
Apr,2.9,102,BALI,24,0,0
Apr,2.7,25,PAPUA,2,0,3
Apr,2.4,10,SUMBAR,21,2,4
Apr,4.7,13,SULUT,3,1,1
Apr,3.3,10,MALUKUTENGAH,16,2,1
Apr,3.5,10,MALUKUTENGAH,16,1,1
Apr,3.1,14,MALUT,5,2,4
Apr,3.9,15,MALUKUTENGAH,16,2,4
Apr,3.6,10,JATIM,26,1,1
Apr,2.8,146,GORONTALO,7,0,0
Apr,2.8,10,MALUKUTENGAH,16,2,4
Apr,4.8,10,MALUKUTENGAH,16,1,2
Apr,3.0,10,BALI,24,2,4
Apr,4.4,10,MALUT,5,1,2
Apr,1.7,21,NTT,4,0,0
Apr,3.9,24,SULUT,3,0,3
Apr,3.2,30,ACEHSINGKIL,29,0,3
Apr,4.6,34,SULUT,3,0,3
Apr,3.2,10,SULUT,3,2,4
Apr,3.2,10,PAPUABRT,20,2,4
Apr,3.5,10,JABAR,13,1,1
Apr,3.6,25,ACEHBARATDAYA,40,0,3
Apr,3.4,44,NTT,4,0,0
Apr,3.3,10,MALUT,5,2,1
Apr,3.0,151,SUMUT,9,0,0
Apr,3.0,151,SUMUT,9,0,0
Apr,3.5,90,NTT,4,0,0
Apr,3.6,10,SULUT,3,1,1
Apr,2.9,10,PAPUABRT,20,2,4
Apr,3.9,13,SULUT,3,2,4
Apr,2.5,10,MALUT,5,2,4
Apr,3.6,10,PAPUABRT,20,1,1
Apr,2.6,18,NTT,4,0,3
Apr,2.4,10,SULTENG,12,2,4
Apr,2.5,17,NTB,14,0,3
Apr,3.1,14,PAPUABRT,20,2,4
Apr,3.7,10,SULSEL,6,1,1
Apr,3.6,33,PAPUABRT,20,0,3
Apr,4.0,10,PAPUABRT,20,1,1
Apr,3.2,15,NTB,14,2,4
Apr,3.3,10,JATIM,26,2,1
Apr,2.7,10,MALUKUTENGAH,16,2,4
Apr,4.6,13,MALUKUTENGAH,16,1,1
Apr,2.3,10,SULTENG,12,2,4
Apr,4.0,10,SULUT,3,1,1
Apr,2.2,10,NTT,4,2,4
Apr,2.2,10,PAPUABRT,20,2,4
Apr,3.6,10,MALUT,5,1,1
Apr,3.1,11,SULUT,3,2,4
Apr,3.9,10,NTB,14,1,1
Apr,2.7,10,MALUKUTENGAH,16,2,4
Apr,3.9,10,PAPUABRT,20,1,1
Apr,3.6,91,NTB,14,0,0
Apr,4.4,13,PAPUABRT,20,2,1
Apr,3.5,10,PAPUABRT,20,1,1
Apr,3.7,10,SULUT,3,1,1
Apr,3.9,10,JATIM,26,1,1
Apr,3.7,10,MALUT,5,1,1
Apr,6.5,10,MALUT,5,1,2
Apr,6.5,10,MALUT,5,1,2
Apr,4.9,10,PAPUABRT,20,1,2
Apr,3.0,10,SULTENG,12,2,4
Apr,4.2,10,PAPUABRT,20,1,1
Apr,3.7,10,PAPUABRT,20,1,1
Apr,3.6,10,SUMUT,9,1,1
Apr,4.7,25,BENGKULU,28,2,3
Apr,2.7,10,PAPUABRT,20,2,4
Apr,3.8,10,PAPUABRT,20,1,1
Apr,6.1,10,PAPUABRT,20,1,2
Apr,6.1,10,PAPUABRT,20,1,2
Apr,3.1,12,SULUT,3,2,4
Apr,3.8,156,SUMSEL,43,0,0
Apr,3.4,10,PAPUA,2,2,1
Apr,4.6,11,MALUKU,1,1,1
Apr,4.0,164,GORONTALO,7,0,0
Apr,3.4,42,JABAR,13,0,0
Apr,4.1,10,MALUT,5,1,1
Apr,4.0,113,NTB,14,0,0
Apr,3.9,10,SULTRA,25,1,1
Apr,4.6,62,SULUT,3,0,0
Apr,3.8,16,SULUT,3,2,4
Apr,3.8,10,JABAR,13,1,1
Apr,4.7,155,MALUKUBRTDAYA,15,0,0
Apr,5.3,141,MALUKUBRTDAYA,15,0,0
Apr,2.9,14,LAMPUNG,10,2,3
Apr,2.6,10,LAMPUNG,10,2,4
Apr,3.4,10,JATIM,26,2,1
Apr,2.2,47,JATIM,26,0,0
Apr,3.3,10,SULBAR,11,2,1
Apr,3.2,161,JATIM,26,0,0
Apr,3.7,10,SULTENG,12,1,1
Apr,4.1,10,SULTRA,25,1,1
Apr,3.1,10,SULTENG,12,2,4
Apr,4.0,10,SULTRA,25,1,1
Apr,3.4,10,MALUT,5,2,1
Apr,3.2,10,JABAR,13,2,4
Apr,3.6,26,MALUKUTENGGARA,22,0,3
Apr,4.3,165,MALUKUBRTDAYA,15,0,0
Apr,5.2,101,PAPUAPGNGN,34,0,0
Apr,4.0,34,SULUT,3,0,3
Apr,4.4,374,MALUKUBRTDAYA,15,0,0
Apr,4.3,10,SULUT,3,1,2
Apr,3.4,29,JATENG,30,0,3
Apr,4.4,134,SULUT,3,0,0
Apr,3.8,10,SULUT,3,1,1
Apr,2.3,10,SULTENG,12,2,4
Apr,2.5,106,NTB,14,0,0
Apr,3.9,12,PAPUABRT,20,2,1
Apr,3.6,86,GORONTALO,7,0,0
Apr,4.4,180,MALUKUBRTDAYA,15,0,0
Apr,3.7,10,SULTRA,25,1,1
Apr,2.1,10,SULTENG,12,2,4
Apr,4.6,14,SUMUT,9,2,1
Apr,3.4,10,SULTENG,12,2,1
Apr,3.6,10,ACEH,8,1,1
Apr,3.8,147,SULUT,3,0,0
Apr,2.1,41,JABAR,13,0,0
Apr,3.2,10,JABAR,13,2,4
Apr,4.3,10,MALUT,5,1,2
Apr,3.7,20,NTB,14,2,3
Apr,3.1,10,JATIM,26,2,4
Apr,3.0,50,JATIM,26,0,0
Apr,4.5,10,SULUT,3,1,2
Apr,3.4,54,NTB,14,0,0
Apr,4.7,13,SULUT,3,1,1
Apr,3.0,36,BENGKULUSELATAN,39,0,0
Apr,3.2,21,NTT,4,0,3
Apr,2.5,10,MALUKU,1,2,4
Apr,4.7,10,SULTRA,25,1,2
Apr,4.8,10,SULTRA,25,1,2
Apr,3.7,10,JATIM,26,1,1
Apr,3.6,10,BALI,24,1,1
Apr,3.6,114,GORONTALO,7,0,0
Apr,2.8,42,JABAR,13,0,0
Apr,3.9,17,SULTRA,25,2,4
Apr,3.8,10,JATIM,26,1,1
Apr,3.7,10,JATIM,26,1,1
Apr,3.6,46,JABAR,13,0,0
Apr,3.0,10,SULTENG,12,2,4
Apr,3.0,284,NTT,4,0,0
Apr,3.2,136,JABAR,13,0,0
Apr,4.1,10,SULUT,3,1,1
Apr,3.5,10,SULUT,3,1,1
Apr,2.9,10,SULTENG,12,2,4
Apr,3.7,10,JATIM,26,1,1
Apr,3.0,10,SULSEL,6,2,4
Apr,3.6,10,JATIM,26,1,1
Apr,4.1,12,BENGKULU,28,2,1
